车型-列车号,故障情况,处理情况
AC02-0210,工作令号:二日-2022-8-28 2010# 01533 9门驱动气缸漏气,2010# 01533 9门驱动气缸漏气 更换大气缸后开关门测试正常 （备件由质保提供） 故障单号：北-300015 北翟日四
AC08-0240,工作令号:二日-2022-8-30 0240#021912 6门未完全打开,故障报单号：川-0006502 上车查看车辆无故障，下载无故障记录，多次测试开关门正常。
AC17A-0267,工作令号:二日-2022-8-30 2067# 024081 司机室侧门锁坏,2067# 024081 司机室侧门锁坏 上车检查为门锁钢丝绳断，重新更换后开关门正常 （备件由质保提供） 故障单号：北-3000031 北翟日四
AC17A-0267,工作令号:二日-2022-9-3 2067# 024081 司机室左侧门把手坏,2067# 024081 司机室左侧门把手坏 更换左侧门把手后，开关门正常。 （备件由质保提供） 故障单号：北-3000109 北翟日四
AC08-0233,工作令号:二日-2022-9-3 2033# 021091 车门矛盾故障,2033# 021091 车门矛盾故障 上车检查面板无故障，下载无相关故障记录，预防性互换开门继电器1车（021091）和8车（021361）互换，开关门正常。 （备件由质保提供） 故障单号：北-3000110 北翟日四
AC17A-0267,工作令号:二临-2022-09-08 02022-09-04 15:19 二号线远东大道站上行0267#车，上行左侧司机室车门无法关闭。,更换司机室左侧门把手后测试功能恢复正常。 司机室左侧门门锁 生产厂商：南京康尼机电股份有限公司， 型号：MJ560AP4L-42000 ，备件为新件
AC08-0235,工作令号:二日-2022-9-4 2035# 021521 3门车门故障,2035# 021521 3门车门故障 上车检查为EDCU故障，更换后开关门20次正常。 新：61/0750（服：5451419） 旧：110/0710（服：5451425） （备件由质保提供） 故障单号：北-3000118 北翟日四
AC02-0207,工作令号:二临-2022-09-10 02022-09-08 19:16 二号线海天三路站上行0207#车，上行左侧第一节第二扇车门开关缓慢，车门已切除。,回库检查发现解钩小气缸卡滞，门钩卡滞，导致车门未打开，更换门钩及解钩小气缸后开关测试20次车门正常，复测车门各尺寸正常。 解钩小气缸 生产厂商： IFE ， 型号：3A89991792 ，备件为新件。 门钩 生产厂商： IFE ， 型号：12160294 ，备件为新件。
AC08-0240,工作令号:二日-2022-9-8 2040# 021851 司机室通道门无法关上,2040# 021851 司机室通道门无法关上 重新调整门锁锁舌并清洁后，开关门正常。 故障单号：北-3000131 北翟日四
AC08-0234,工作令号:二临-2022-09-15 02022-09-15 09:11 二号线虹桥火车站上行0234#车全列车门无法打开。,列车回库检查发现1A车（021371）客室设备柜接线端子排TB01C1AL/6与5B（10）门接线端子排CM04D05B/6之间的开门列车线（巢湖海兴线缆）的线芯R11与屏蔽层SHR11之间的绝缘破损，导致接地，最终导致列车清客。重新对1A车（021371）客室设备柜接线端子排TB01C1AL/6与5B（10）门接线端子排CM04D05B/6之间的开门列车线R11进行布线后列车恢复正常，试车正常。
AC02-0211,工作令号:二日-2022-9-15 0211#01562 8门车门故障,故障报单号：川-0006585 回库检查01562 8门车门不能完全打开，检查发现大气缸电磁阀故障，更换大气缸电磁阀后开关门测试20次正常。 备件名称：车门汽缸电磁阀。 备件来源：返修件 。备件为返修件由质保方北车提供，坏件交质保方北车处理
AC08-0240,工作令号:二日-2022-9-16 0240#021851 司机室通道门故障,故障报单号：川-0006604 上车检查门锁正常，增加调整垫片，测试多次开关无异常。
AC08-0237,工作令号:二临-2022-09-29 02022-09-24 14:08 二号线张江高科站下行0237#车，下行左侧第一节第三扇车门无法打开，已将该车门切除。,2022-09-24 14:08 二号线张江高科站下行0237#车，下行左侧第一节第三扇车门无法打开，已将该车门切除。long -0007082 上车检查为5门EDCU（电子门控装置）坏，更换EDCU（电子门控装置）后测试正常，开关门二十次正常，车况正常。 旧件序列号：683/0737（服：5485586） 新件序列号：972/0744 厂家：浦镇/SATCO（法维莱） 型号：12.2305.7301 备件为返修件
02A05-02108,工作令号:二临-2022-10-04 02022-10-02 21:25 二号线广兰路站上行02108#车第四节第二扇车门故障。,0A：2022-10-02 21:25 二号线广兰路站上行02108#车第四节第二扇车门故障。（027333） 回库下载门控器数据为关门防夹功能启动，查看录像为乘客掉落异物造成，恢复车门，检查车门尺寸正常，开关门50次正常。（非车辆原因） 故障单号：北-3000304 北翟日四
AC17B-0281,工作令号:二日-2022-10-5 2081# 025342 9门车门故障,2081# 025342 9门车门故障 025342 9门上车检查下载故障记录，报电机回路故障，检查电机回路发现电机电阻异常，现场开关门测试故障一直存在，更换电机，更换后开关门测试20次，门更能正常。 门控电机 （备件由质保提供，为新件） 故障单号：北-3000317 北翟日四
AC17B-0285,工作令号:二日-2022-10-26 2085# 025502 DDU显示车门紧急拉手被激活,2085# 025502 DDU显示车门紧急拉手被激活 回库下载故障，无相关故障，查看025502车厢监控录像，未见异常，车况正常。 故障单号：北-3000451 北翟日四
AC17B-0283,工作令号:二日-2022-10-26 2083# 024801 司机室侧门橡胶条脱落,2083# 024801 司机室侧门橡胶条脱落 重新安装胶条后正常 故障单号：北-3000454 北翟日四
AC02-0203,工作令号:二日-2022-10-30 0203#00191 2门车门故障,故障报单号：川-0006826 回库检查DDU无故障，下载故障为历史故障，开关门测试20次功能正常。
AC17A-0264,工作令号:二日-2022-11-10 0264#023841 5门车门故障,故障报单号：川-0006904 下载故障为023841车5门车门关好行程开关故障，更换车门关好行程开关DCS后开关门测试正常。 备件名称：限位开关(DCS)。 备件规格型号：84.7207.9701。备件生产厂家：NPRT。备件来源：新件 。备件为新件由质保方北车提供，坏件交质保方北车处理。
AC08-0245,工作令号:二日-2022-11-14 0245#022262 9门车门无通讯,故障报单号：川-0006925 回库检查为电子门控装置（EDCU）故障，更换EDCU后开关门测试20多次都正常，复测车门各尺寸都正常，车况正常。 备件名称：电子门控装置。 备件规格型号：12.2305.7301。备件生产厂家：浦镇/SATCO（法维莱）。备件来源：返修件 。备件为返修件由质保方南京南车浦镇城轨车辆有限责任公司提供，坏件交质保方南京南车浦镇城轨车辆有限责任公司处理。 旧件：20681/2210（服：5541274） 新件：193/0748
AC17B-0285,工作令号:二日-2022-11-19 0285#025502 7门车门故障,故障报单号：川-0006944 回库后下载故障记录EDCU故障记录中无此次故障，检查线路及门功能正常，故预防性更换门控器，开关门20次测试正常。 备件名称：电子门控装置。 备件规格型号：12.2305.7302。备件生产厂家：上海法维莱交通车辆设备有限公司/SFRT。备件来源：新件 。备件为新件由质保方浦镇提供，坏件交质保方浦镇处理。 旧件：21093/1833 新件：20157/1745 新车质保，不开服务请求
AC08-0242,工作令号:二日-2022-11-19 2042# 022081 司机室贯通道门故障,2042# 022081 司机室贯通道门故障 回库检查调取录像未见通道门弹开，检查发现门限位开关未触碰到位，调整限位开关后，故障消失，开关门多次后正常。 故障单号：北-3000578 北翟日四
AC17B-0280,工作令号:二日-2022-11-19 2080# 025313 9门正线报无通讯,2080# 025313 9门正线报无通讯 故障车门报通讯故障，重启门控器后故障消失，反复开关门测试正常 故障单号：北-3000576 北翟日四
AC02-0210,工作令号:二临-2022-11-17 02022-11-22 07:20 二号线虹桥2号航站楼上行0210#车，上行左侧第二节第二扇车门故障切除。,0A：2022-11-22 07:20 二号线虹桥2号航站楼上行0210#车，上行左侧第二节第二扇车门故障切除。车辆号（00653） 回库上车检查为解钩气缸卡滞，更换小气缸后正常。备件型号：A1536-A01 厂商：IMI NORGREN 备件为新件 （备件由质保提供，有合格证） 故障单号：北-3000591 北翟日四
AC02-0216,工作令号:二日-2022-11-23 0216#01191司机室通道门多次弹开,故障报单号：川-0006967 上车调整车门铰链后正常。
AC02-0207,"工作令号:二日-2022-12-1 00481,5号门车门无法打开","00481,5号门车门无法打开。龙-0007488 上车检查为5号门门钩有卡滞现象，更换门钩后开关门20次均正常，车况正常。 备件有合格证 备件为新件"
AC08-0253,工作令号:二日-2022-12-13 0253#022933 6门车门故障,故障报单号：川-0005138 回库测试022933 6门解锁功能正常，检查022933 6门紧急拉手接线正常，预防性更换022933车 6门EDCU（门控器）后测试正常。 备件拆自238#车5车 6门 旧件：21011 2233（服：5590722） 新件：21283 2243
AC08-0250,工作令号:二日-2022-12-13 250# 022673 4门车门故障,250# 022673 4门车门故障 上车对故障车门（022673-4门）进行检查，诊断为门控器故障导致开关门功能失效，更换门控器后，故障消失，反复开关门20次功能正常，可以使用，车况正常。 旧件：136/0750 （服：5609328）新件：20694/2210（服：5609311） （备件由质保提供，有返修报告及合格证） 故障单号：北-3000730 北翟日四
AC08-0250,工作令号:二临-2022-12-23 02022-12-20 10:44 二号线静安寺站上行0250#车，上行第6节第3扇车门故障。,0A:2022-12-20 10:44 二号线静安寺站上行0250#车，上行第6节第3扇车门故障。（车辆号：022673） 回库后下载录像并检查车门发现导轨内有异物，去除后测量车门尺寸正常，测试车门功能正常，开关门20次左右均正常，非车辆原因。 故障单号：北-3000764 北翟日四
AC08-0239,工作令号:二临-2023-01-06 02023-01-05 06:36 二号线创新中路站下行0239#车，下行第2节第1扇车门故障。,回库检查确认为EDCU（电子门控装置）与门电机故障，更换EDCU（电子门控装置）与门电机后检查相关机械尺寸均正常，开关门测试20次功能均正常。 EDCU（电子门控装置） 生产厂商：浦镇/SATCO（法维莱） ， 型号：12.2305.7301，备件为拆车件 门电机 生产厂商：法维莱 ， 型号：84.7268.5501 ，备件为拆车件 旧件：20507/2207（服：5623167） 新件：21233/2243
AC02-0213,"工作令号:二日-2013-1-13 01053,1#门车门故障。","01053,1#门车门故障。龙-0007674 检查为限位开关触点接触不良导致车门故障，更换限位开关后开关门测试正常，开关门二十次均正常。 备件为新件，由合格证。"
AC17B-0273,工作令号:二日-2023-1-13 273# 全列车车门无法打开,故障报单号：川-0005251 回库开关门多次正常，车况正常。
AC17B-0281,工作令号:二日-2023-1-17 2081# 024691 左侧门锁坏,2081# 024691 左侧门锁坏 检查为024691左侧门锁故障，更换门锁后开关门正常 （备件由质保提供） 故障单号：北-3000874 北翟日四
AC17B-0276,工作令号:二日-2023-1-17 2076# 024491 司机室侧门门锁坏,2076# 024491 司机室侧门门锁坏 故障号：川-0005274 更换司机室侧门门锁后开关门正常
AC17A-0267,工作令号:二日-2023-1-25 上行司机室副台侧门关不上,024081#上行司机室副台侧门关不上 龙-0007738 更换门把手后开关门正常
AC08-0239,工作令号:二日-2023-1-29 0239# 021832 8门无法打开,0239# 021832 8门无法打开 故障号：5651633 登车后在门切除状态下，查看信息无故障，进行开关门操作，门正常收到开关命令，但门无动作，检查电机回路和机械尺寸，仅门护胶条尺寸处于下线39mm，门锁闭时较紧，调整关门尺寸，并更换门控器 新件：691/0737 旧件：20526/2207（服：5652483）
