车型-列车号,故障情况,处理情况
AC17B-0270,工作令号:二日-2023-1-28 0270# 024281 司机室贯通道门故障,0270# 024281 司机室贯通道门故障 上车检查为贯通道门限位异常，调整限位后正常 故障编号：北-3000927 北翟日二闭环
AC17B-0273,工作令号:二日-2023-1-28 02073# 024371 2门无法打开,02073# 024371 2门无法打开 流水号：龙-0007755 下载故障无相关代码，现更换EDCU并与3门互换后开关门测试正常。备件为返修件 现2门：20571/1915 3门新件：11188/0925 3门旧件：20549/1915（服：5650780） 新件坏件厂方处理 备件由质保提供
AC08-0244,工作令号:二日-2023-2-1 02044# 022232 4门故障,02044# 022232 4门故障 流水号：龙-0007766 回库下载故障无相关故障记录，车门防夹功能启动。开关门测试正常，车况正常。非车辆原因。
AC08-0243,工作令号:二日-2023-2-1 02043# 022113 7门故障,02043# 022113 7门故障 流水号：龙-0007767 下载故障为车门一般故障，现与5门互换并更换EDCU后正常，开关门测试正常，车况正常。 现7门：731/0737 5门坏件：69/0810（服：5657608） 5门新件：171/0713 新件坏件厂方处理 备件由质保提供 有质检报告 备件为返修件
AC08-0240,工作令号:二日-2023-2-1 0240#021851司机室侧门无法关闭。,0240#021851司机室侧门无法关闭。 回库检查司机室侧门开关门功能均正常，车况正常。 编号：北-3000950 北翟日二 闭环
AC02-0207,工作令号:二日-2023-2-5 207# 00481 通道门无法打开,207# 00481 通道门无法打开 故障号：川-0005307 更换通道门锁扣后正常。
AC02-0206,工作令号:二日-2023-2-9 0206#00421逃生门支架松动。,0206#00421逃生门支架松动。 检查为橡胶垫缺失，补装后正常，车况正常。 （新件旧件厂方处理） 编号：北-3000983 北翟日二 闭环
AC08-0251,工作令号:二日-2023-2-9 251# 022753 3门车门故障,251# 022753 3门车门故障 故障号：川-0005330 下载故障为Genral door failure，3门与4门互换EDCU后，故障转移至4门，更换4门EDCU后开关门测试测试。 原3门：332/0804（服：5671851） 原4门：42/0750 现4门：356/0728
AC02-0216,工作令号:二日-2023-2-16 0216#01241非开门侧5扇车门红色故障，关门灯亮。,0216#01241非开门侧5扇车门红色故障，关门灯亮。 回库检查车门状态正常，车门各尺寸正常，多次开关门正常，车门无故障，车况正常。 编号：北-3001230 北翟日二 闭环 按生产准备组要求领出电缆接线端子及碳刷，并转入REP 由于需要改型号，领出分流导线，并转入REP
AC08-0238,工作令号:二日-2023-2-17 02038# 021722 车门无通讯,02038# 021722 车门无通讯 流水号：龙-0007847 回库下载故障无相关故障代码，检查相关部件功能正常，开关门测试正常，状况正常。
AC02-0211,工作令号:二日-2023-2-20 0211#00721 8#车门故障。,0211#00721 8#车门故障。 更换一个车门气缸后恢复正常，多次开关门测试正常，车况正常。 编号：北-3001152 备件为拆车件，拆自205#，有合格证。 （新件旧件厂方处理） 北翟日二 闭环
02A05-02103,工作令号:二日-2023-2-20 02103# 026891 通道门传感器故障,02103# 026891 通道门传感器故障 流水号：龙-0007856 上车检查通道门紧急解锁传感器松动，紧固后功能测试正常。
AC17A-0257,工作令号:二日-2023-2-28 0257#023252 2#车门故障。,0257#023252 2#车门故障。 更换2门EDCU后重刷软件正常，多次开关门测试正常，车况正常。 EDCU序列号：新10255/0846 部：5702407 旧10394/0853 服：5702405 备件为返修件，有返修报告及合格证。 编号：北-3001193 北翟日二 闭环
AC17A-0267,工作令号:二日-2023-2-28 0267#024011左侧司机室门坏。,0267#024011左侧司机室门坏。 更换副台司机室侧门门锁后开关门测试正常。车况正常。 备件为拆车件，有合格证。 （备注：故障代码未找到相关选项） 编号：北-3001192 北翟日二 闭环
AC08-0233,工作令号:二日-2023-3-1 0233# 报东昌路下行开门灯不亮,"0233# 报东昌路下行开门灯不亮。（车厢号：021291） 列车回库检查021291 开门灯位正常，按图纸分析为DOR1-A,DOR2-A继电器会导致发生该故障，现预防性更换DOR1-A,DOR2-A继电器后正常，检测相关线路均正常。 （新件旧件厂方处理） 故障编号：北-3001101 北翟日二闭环 备件新件有合格证"
AC17B-0270,工作令号:二日-2023-3-5 02070# 024251 通道门把手松动,02070# 024251 通道门把手松动 流水号：龙-0007925 重新紧固把手后功能测试正常。
AC02-0211,工作令号:二临-2023-3-10 02023-03-17 18:54 二号线唐镇站下行0211#车第5节第5扇车门无法关闭。,2023-03-17 18:54 二号线唐镇站下行0211#车第5节第5扇车门无法关闭。（车辆号：01573） 列车回库检查发现5车（01573） 2#门处门槽内有一异物卡滞，导致列车车门无法关闭，取出后列车开关门正常，复测车门各尺寸均在范围内，车况正常，非车辆原因。 故障编号：北-3001077 北翟日二闭环
AC17A-0257,工作令号:二临-2023-3-9 02023-03-17 08:11 二号线虹桥火车站上行0257#车，上行左侧第4节第2扇车门故障切除。,上车检查车门为切除状态，恢复后正常，下载故障为 door obstruction（车门防夹功能启动），查看录像为乘客夹门导致EDCU（电子门控装置）死机，更换EDCU（电子门控装置）后，检查车门相关尺寸均正常，开关门测试正常，车况正常。 备件名称：电子门控装置，备件型号：12.2305.7303，生产厂商：法维莱，备件为返修件。 新件：11035/0925 旧件：11630/0936（服：5739380）
02A05-02106,工作令号:二日-2023-3-17 02106# 027153 9门轻级故障,02106# 027153 9门轻级故障 回库下载门控器数据报开门防夹，查看视频显示为乘客夹包导致防夹，多次开关门测试正常。非车辆原因 故障编号：北-3001076 北翟日二闭环
02A05-02107,工作令号：二日-2023-3-20 2107# 027242车 6门车门故障,闭环故障报单号：川-0005541 2107# 027242车 回库上车下载数据显示（开门过程中障碍检测触发指定次数）下载录像为乘客背包夹住导致，测量各尺寸均正常，开关门正常。
AC02-0215,工作令号:二临-2023-4-1 02023-04-05 08:41 二号线广兰路站存车线0215#车，第6节第5扇车门故障。,回库检查01162车1门，发现门钩故障，更换门钩后复测车门各尺寸正常，开关门多次正常。备件名称：门钩，备件型号：12160294，备件厂商：威奥轨道车辆门系统有限公司，备件为新件，数量：1。
AC17B-0274,工作令号:二日-2023-4-6 02074#024441司机室侧门无法关闭,02074#024441司机室副台侧门无法关闭。 回库调整门锁后正常，车况正常。 故障单号：北-2007175 北翟日二闭环 （故障时间填写错误应为2023年4月6日） 备注：车辆号填写错误，应为024441
AC17B-0270,工作令号:二日-2023-4-13 02070# 024251 司机室通道门故障,02070# 024251 司机室通道门故障 流水号：龙-0013514 更换通道门锁后正常。库内静态测试正常。 有合格证，备件为新件。
AC02-0204,工作令号:二临-2023-4-11 02023-04-18 17:24，世纪公园上行0204车第2节第5扇左侧车门故障，切除。,2023-04-18 17:24，世纪公园上行02043车第2节第5扇左侧车门故障，切除。（00293） 列车回库检查发现7车（00293）9#门处门槽有一异物卡滞导致列车车门无法关闭，取出后列车开关门正常，复测车门各尺寸均在范围内，车况正常，非车辆原因。 故障编号：川-0005666 日二闭环
AC17A-0257,工作令号:二日-2023-4-18 0257#023252车 2#车门故障。,0257#023252车 2#车门故障。 更换023252#2门DLS1，DLS2，DCS后正常，复测各尺寸正常，接线正常，车况正常。 （新件旧件厂方处理，备件为新件，有合格证书。） 故障单号：北-2005935 北翟日二闭环
02A05-02087,工作令号:二日-2023-4-26 0287#025681贯通道门卡滞不灵活。,0287#025681贯通道门卡滞不灵活。 车辆回库后，门锁涂上润滑油后，开关门正常，车况正常。 故障单号：北-3001266 北翟日二闭环
02A05-02116,工作令号:二日-2023-4-30 02116#027992车门切除。,02116#027992车门切除。 回库下载故障记录为关门防夹故障，检查车门尺寸正常，多次开关门实验正常。 故障单号：北-3001284 北翟日二闭环 非车辆原因
AC02-0214,工作令号:二日-2023-5-4 214# 01642 8门无法关闭,214# 01642 8门无法关闭 故障号：川-0005757 上车检查为异物，取出后开关门正常，复测车门各功能正常，车况正常。
AC17B-0285,工作令号:二日-2023-5-8 02085# 024851 10门故障,02085# 024851 10门故障 流水号：龙-0013678 10门与254#9门互换edcu，更换限位开关(DLS1) 1个后正常。 原285 024851 10门：20778/1932 原254 023041 9门：11147/0925 新件坏件厂方处理。
AC08-0240,工作令号:二日-2023-5-11 0240#021912 10#车门故障。,0240#021912 10#车门故障。 回库检查门槽内有异物，清除异物后开关门数十次均正常，车况正常。 编号：龙-0013707 龙阳日二 闭环
AC08-0240,工作令号:二日-2023-5-12 02040# 021912 10门故障,02040# 021912 10门故障 流水号：龙-0013718 回库检查为EDCU故障，更换EDCU 1个后复测车门尺寸正常，开关门测试20次正常。 新件坏件厂方处理 备件为返修件 由质保提供 有合格证 旧件序列号：20367/2151（服：5849937） 新件序列号： 935/0743
AC02-0207,工作令号:二日-2023-5-16 0207#00442正线报17/19车门坏。,0207#00442正线报17/19车门坏。 上车未见故障，检查00442 17/19车门正常，尺寸正常，多次开关门正常，车况正常。 故障单号：北-3001436 北翟日二闭环 非车辆原因
AC17A-0257,工作令号:二日-2023-5-16 0257#023252 2#车门红灯。,0257#023252 2#车门红灯。 上车查看面板车门无通讯，检查ECDU灯位端，更换023252# 2门EDCU后正常，多次开关门正常，车况正常。 （新件旧件厂方处理。备件为返修件，有合格证。） 故障单号：北-3001440 北翟日二闭环 旧件：11505/0932（服：5879093） 新件：10503/0901
AC08-0234,工作令号:二日-2023-5-20 02034# 021371 021441 通道门故障,02034# 021371 021441 通道门故障 流水号：龙-0013784 回库检查发现通道门间隙异常，调整通道门间隙后功能测试正常。
AC08-0234,工作令号:二日-2023-5-24 0234#021441司机室通道门显示打开,0234#021441司机室通道门显示打开。 上车检查门锁搭接量3.5MM，调整搭接量后多次开关门正常，车况正常。 故障单号：北-3001531 北翟日二闭环。
AC02-0215,工作令号:二日-2023-5-27 02015# 01181 1门 关门灯不亮,02015# 01181 1门 关门灯不亮 流水号：龙-0013861 上车检查为S2限位摆臂变形，整形后开关门测试正常。
02A05-02086,工作令号:二日-2023-6-1 0286#025531 5#门无法关闭。,0286#025531 5#门无法关闭。 上车检查车门无异常，下载视频监控发现有异物，导致车门无法关闭，多次测试开关门正常，车况正常。 故障单号：北-3001607 北翟日二闭环
AC08-0240,工作令号:二日-2023-6-5 02040# 021921 通道门显示打开,02040# 021921 通道门显示打开 流水号：龙-0013930 回库检查，锁舌尺寸正常，锁闭正常，开关正常。
AC02-0207,工作令号:二日-2023-6-5 0207#00462 5门无法关闭。,闭环故障报单：2000005 检查发现00462 5门门钩卡滞，更换后 开关门正常。
AC17A-0264,工作令号:二日-2023-6-5 0264#023812 5#车门故障。,"0264#023812 5#车门故障。 上车下载故障""Door motor circuit failare""车门电机回路故障，更换5车023812 5门EDCU并与5车023812 6门互换EDCU后正常，多次开关门正常，车况正常。 （新件旧件厂方处理，备件为返修件，有合格证。） 故障单号：北-3001639 北翟日二闭环 旧件：14825/1020[服:5897950] 新件：14972/1030"
AC02-0213,工作令号:二日-2023-6-8 02013#01633 显示18/20门紧急拉手拉开,02013#01633 显示18/20门紧急拉手拉开 流水号:龙-0013958 回库检查为紧急拉手限位故障，更换5车10门紧急拉手限位开关1个后正常。 备件拆自209#1车门，合格证已提交。
